created_at,created_at_stamp,favorite_count,is_retweet,name,retweet_count,screen_name,text,tweet_id,tweet_url,utc_offset
Wed May 31 13:29:03 +0000 2017,2017-05-31 13:29:03,545,0,Al Jazeera English,447,AJEnglish,Meet the all-girl hijabi metal band in Indonesia challenging stereotypes about Muslims women. https://t.co/AGs7l3Aps4,869908585194680321,https://twitter.com/AJEnglish/status/869908585194680321,3600
Wed May 31 13:29:01 +0000 2017,2017-05-31 13:29:01,1,0,The Independent,1,Independent,"Killology, Jerwood Upstairs, Royal Court, London, review: Rachel O'Riordan's tense, beautifully acted production https://t.co/UVrA90G3rS",869908575723950083,https://twitter.com/Independent/status/869908575723950083,3600
Wed May 31 13:28:07 +0000 2017,2017-05-31 13:28:07,2813,0,BBC News (UK),2087,BBCNews,"Theresa May asked why she won't appear on tonight's #BBCDebate with other party leaders 

https://t.co/h9Ad0bpZ7a… https://t.co/lJQQWYEhdK",869908350019829760,https://twitter.com/BBCNews/status/869908350019829760,3600
Wed May 31 13:27:53 +0000 2017,2017-05-31 13:27:53,0,1,The Associated Press,59,AP,"RT @APBusiness: Trump is angry about Germany's trade surplus. Germans say they're simply better at making things
https://t.co/JQWLBJO6JB?",869908291543068672,https://twitter.com/AP/status/869908291543068672,-14400
Wed May 31 13:27:53 +0000 2017,2017-05-31 13:27:53,0,1,The Independent,31,Independent,"RT @IndyVoices: The Tory manifesto is a menu without any prices and they're betting on voters not noticing until it's too late
https://t.co…",869908290251218944,https://twitter.com/Independent/status/869908290251218944,3600
Wed May 31 13:27:35 +0000 2017,2017-05-31 13:27:35,13,0,Bloomberg,11,business,Wenger signs 2-year deal with Arsenal despite missing out on Champions League qualification https://t.co/wWDQDYDLz6 https://t.co/nigt5HWg6X,869908214237843456,https://twitter.com/business/status/869908214237843456,-14400
Wed May 31 13:27:00 +0000 2017,2017-05-31 13:27:00,50,0,The Independent,49,Independent,Song calling Theresa May a 'liar' could replace Justin Bieber on top of the charts https://t.co/dpVT0pC1MQ,869908070125760512,https://twitter.com/Independent/status/869908070125760512,3600
Wed May 31 13:26:30 +0000 2017,2017-05-31 13:26:30,20,0,USA TODAY,54,USATODAY,"A major explosion rocked a diplomatic area near the presidential palace in Kabul, killing at least 80 people.… https://t.co/Qe2raCxCdi",869907943612919809,https://twitter.com/USATODAY/status/869907943612919809,-14400
Wed May 31 13:26:27 +0000 2017,2017-05-31 13:26:27,5,0,The Independent,3,Independent,"Robert Pattinson on new film Good Time, Twilight and ugly roles https://t.co/BTMWZg7UmR",869907932573564928,https://twitter.com/Independent/status/869907932573564928,3600
Wed May 31 13:25:24 +0000 2017,2017-05-31 13:25:24,6,0,The Independent,9,Independent,Korn’s Jonathan Davis looks back over the band's 24-year career https://t.co/WsvFhbTXsL,869907665438330881,https://twitter.com/Independent/status/869907665438330881,3600
Wed May 31 13:24:30 +0000 2017,2017-05-31 13:24:30,54,0,ABC News,41,ABC,Vili Fualaau files to separate from wife and former 6th-grade teacher Mary Kay Letourneau decades after sex scandal… https://t.co/BYwXU6yi2I,869907439067557888,https://twitter.com/ABC/status/869907439067557888,-14400
Wed May 31 13:23:55 +0000 2017,2017-05-31 13:23:55,14,0,Bloomberg,12,business,The Illinois budget crisis is about to get even harder to resolve https://t.co/uU0XNFQP4N https://t.co/XYyfuf90UD,869907292954796032,https://twitter.com/business/status/869907292954796032,-14400
Wed May 31 13:23:12 +0000 2017,2017-05-31 13:23:12,85,0,Sky News,44,SkyNews,"""We've done ourselves proud"" says Ricky Hatton describing Manchester's response to terrorist attack https://t.co/oRMQ4jJ10W",869907111408480257,https://twitter.com/SkyNews/status/869907111408480257,3600
Wed May 31 13:22:55 +0000 2017,2017-05-31 13:22:55,7,0,The Independent,3,Independent,Movies You Might Have Missed: David Michôd’s Animal Kingdom https://t.co/frxbEBMAXI,869907041724354561,https://twitter.com/Independent/status/869907041724354561,3600
Wed May 31 13:22:31 +0000 2017,2017-05-31 13:22:31,37,0,CNET,20,CNET,What to expect from Apple's #WWDC17 next week https://t.co/6TrsKFSWVT https://t.co/EdFEjcXikH,869906940964605952,https://twitter.com/CNET/status/869906940964605952,-25200
Wed May 31 13:22:01 +0000 2017,2017-05-31 13:22:01,1,0,The Sun,2,TheSun,Calais could again descend into violence this summer as migrants try to get into Britain https://t.co/Sw4JTj2zyt https://t.co/6NwC14r4UW,869906816016273408,https://twitter.com/TheSun/status/869906816016273408,3600
Wed May 31 13:21:56 +0000 2017,2017-05-31 13:21:56,0,1,Wall Street Journal,19,WSJ,RT @WSJbusiness: Two CEOs took a salary of just $1 last year...https://t.co/eKBQONGYCT https://t.co/ZNBmFQIz0O,869906795590017025,https://twitter.com/WSJ/status/869906795590017025,-14400
Wed May 31 13:21:56 +0000 2017,2017-05-31 13:21:56,222,0,CNN,97,CNN,"If your child made an in-app purchase on Amazon's app store without your permission, you may get your money back https://t.co/crDXsFYQ6S",869906796344946688,https://twitter.com/CNN/status/869906796344946688,-14400
Wed May 31 13:21:53 +0000 2017,2017-05-31 13:21:53,86,0,USA TODAY,18,USATODAY,"Portland train stabbing victim says he's ""just trying to heal and recover."" https://t.co/7qGSxlhueB https://t.co/L2Q76R0Ewa",869906779861389317,https://twitter.com/USATODAY/status/869906779861389317,-14400
Wed May 31 13:21:45 +0000 2017,2017-05-31 13:21:45,0,1,The Associated Press,32,AP,RT @APEastRegion: Hat brand @KANGOL_Headwear finds moving manufacturing jobs back to US is easier said than done. Story: https://t.co/iLbQK…,869906748349526017,https://twitter.com/AP/status/869906748349526017,-14400
Wed May 31 13:20:51 +0000 2017,2017-05-31 13:20:51,28,0,The Guardian,22,guardian,Three men arrested in connection with 1987 Belfast rape and murder https://t.co/drFK17GQ3d,869906521668415488,https://twitter.com/guardian/status/869906521668415488,3600
Wed May 31 13:20:43 +0000 2017,2017-05-31 13:20:43,28,0,Wall Street Journal,16,WSJ,"The 10-Point: @Gerardtbaker on the Kabul bombing and today’s other news https://t.co/OKRQ7IcmkA 
Sign up here:… https://t.co/HbLb5FJxKz",869906487266738176,https://twitter.com/WSJ/status/869906487266738176,-14400
Wed May 31 13:20:20 +0000 2017,2017-05-31 13:20:20,77,0,Washington Post,50,washingtonpost,"Scott Pelley is out as CBS Evening News anchor; will return to ""60 Minutes"" full-time https://t.co/hXIRxaDDBz",869906390852280320,https://twitter.com/washingtonpost/status/869906390852280320,-14400
Wed May 31 13:20:15 +0000 2017,2017-05-31 13:20:15,9,0,Bloomberg,6,business,Snap elections are the last thing Italy needs https://t.co/cG8qxKTmB3 via @BV https://t.co/5Pe1XodSQx,869906369880752128,https://twitter.com/business/status/869906369880752128,-14400
Wed May 31 13:20:08 +0000 2017,2017-05-31 13:20:08,29,0,Los Angeles Times,21,latimes,How a rare DNA match cracked open a cold case of two young women dumped on L.A. freeways https://t.co/rrzj9uJ8IG https://t.co/JKunoqNm0Q,869906342819049473,https://twitter.com/latimes/status/869906342819049473,-25200
Wed May 31 13:19:29 +0000 2017,2017-05-31 13:19:29,21,0,The Independent,26,Independent,Theresa May called out for record on gay rights https://t.co/91TSiVnf0s,869906178314309632,https://twitter.com/Independent/status/869906178314309632,3600
Wed May 31 13:18:24 +0000 2017,2017-05-31 13:18:24,26,0,The Guardian,11,guardian,Sir Alistair Horne obituary https://t.co/35ohtDN3mT,869905906246569984,https://twitter.com/guardian/status/869905906246569984,3600
Wed May 31 13:17:50 +0000 2017,2017-05-31 13:17:50,11,0,Sky News,13,SkyNews,Basildon Council fined £150k for publishing family's personal information https://t.co/8rb2XYhlMD,869905762872680448,https://twitter.com/SkyNews/status/869905762872680448,3600
Wed May 31 13:17:14 +0000 2017,2017-05-31 13:17:14,472,0,The New York Times,696,nytimes,"President Trump is poised to withdraw the United States from the Paris climate agreement, 2 officials said https://t.co/iaaZyozQjT",869905612531957761,https://twitter.com/nytimes/status/869905612531957761,-14400
Wed May 31 13:17:00 +0000 2017,2017-05-31 13:17:00,4,0,The Independent,4,Independent,Police launch investigation into tiger’s killing of zookeeper https://t.co/qETmJ3lJ8E,869905554423939073,https://twitter.com/Independent/status/869905554423939073,3600
Wed May 31 13:16:59 +0000 2017,2017-05-31 13:16:59,3,0,The Boston Globe,4,BostonGlobe,Does a culture change await yogurt maker Stonyfield? https://t.co/yxePZJqZbU https://t.co/tVkf2qUpZN,869905549747531776,https://twitter.com/BostonGlobe/status/869905549747531776,-14400
Wed May 31 13:16:31 +0000 2017,2017-05-31 13:16:31,27,0,Bloomberg,17,business,Some of the most extravagant palazzos in Venice are secretly up for sale https://t.co/CddR0343V0 https://t.co/AfWUyDBWQN,869905430159519745,https://twitter.com/business/status/869905430159519745,-14400
Wed May 31 13:16:00 +0000 2017,2017-05-31 13:16:00,117,0,The Independent,105,Independent,Muslims volunteers repair Catholic monastery damaged by Isis because 'Mosul is yours as it is ours'   https://t.co/YFCgmMscF5,869905302665052160,https://twitter.com/Independent/status/869905302665052160,3600
Wed May 31 13:15:07 +0000 2017,2017-05-31 13:15:07,41,0,Wall Street Journal,36,WSJ,JBS parent to pay $3.16 billion to settle corruption charges in Brazil https://t.co/aIqWQfUqiP,869905077783474177,https://twitter.com/WSJ/status/869905077783474177,-14400
Wed May 31 13:15:05 +0000 2017,2017-05-31 13:15:05,70,0,Al Jazeera English,90,AJEnglish,"""After the US invasion, you cannot really feel the happiness of Ramadan.""

How the war changed #Ramadan in Baghdad… https://t.co/WWbCvXexxN",869905069914943488,https://twitter.com/AJEnglish/status/869905069914943488,3600
Wed May 31 13:15:04 +0000 2017,2017-05-31 13:15:04,39,0,TIME,26,TIME,Exxon turns up the heat on shareholders ahead of vote on reporting Climate Change risk https://t.co/Zg404Ejx45,869905065515024384,https://twitter.com/TIME/status/869905065515024384,-14400
Wed May 31 13:15:04 +0000 2017,2017-05-31 13:15:04,31,0,The Telegraph,16,Telegraph,"Sean Spicer clashes with reporters over ""fake news"" https://t.co/MA6Wg5imlT",869905064533479424,https://twitter.com/Telegraph/status/869905064533479424,3600
Wed May 31 13:15:01 +0000 2017,2017-05-31 13:15:01,8,0,The Times of London,0,thetimes,Theresa May told voters that Jeremy Corbyn would be “alone and naked” in Brexit talks https://t.co/jZnBVwn30j https://t.co/EOkBc1YSv2,869905054760914944,https://twitter.com/thetimes/status/869905054760914944,3600
Wed May 31 13:15:00 +0000 2017,2017-05-31 13:15:00,17,0,The Independent,9,Independent,Liam Gallagher pays tribute to Manchester attack victims during moving concert https://t.co/0wc91PSQ0a,869905051220721664,https://twitter.com/Independent/status/869905051220721664,3600
Wed May 31 13:14:35 +0000 2017,2017-05-31 13:14:35,37,0,The Independent,29,Independent,"Labour-led progressive alliance could win the general election, latest poll shows https://t.co/Qv1z8c9HtE",869904944572268547,https://twitter.com/Independent/status/869904944572268547,3600
Wed May 31 13:13:49 +0000 2017,2017-05-31 13:13:49,96,0,The Guardian,30,guardian,Black Eyed Peas to join Manchester concert bill with Ariana Grande https://t.co/WlCpvKvbMl,869904751403651073,https://twitter.com/guardian/status/869904751403651073,3600
Wed May 31 13:13:47 +0000 2017,2017-05-31 13:13:47,4,0,The Independent,3,Independent,Rogue breast surgeon Ian Paterson jailed for 15 years for unnecessary operations https://t.co/3W9SJTnHUm,869904743732326400,https://twitter.com/Independent/status/869904743732326400,3600
Wed May 31 13:12:43 +0000 2017,2017-05-31 13:12:43,127,0,Washington Post,109,washingtonpost,"Trump defends former adviser Carter Page, once again declares the Russia investigation a ""witch hunt"" https://t.co/KtKNI3kV7Z",869904476618076161,https://twitter.com/washingtonpost/status/869904476618076161,-14400
Wed May 31 13:12:22 +0000 2017,2017-05-31 13:12:22,20,0,The Independent,17,Independent,Your phone is going to start working underground https://t.co/HpSDvfN84S,869904387400970240,https://twitter.com/Independent/status/869904387400970240,3600
Wed May 31 13:12:06 +0000 2017,2017-05-31 13:12:06,43,0,Bloomberg,22,business,Small shifts in policy could save millions of lives. @MikeBloomberg explains how https://t.co/uFHTDOBHPT via @BV https://t.co/WKUlbEycUs,869904320568991744,https://twitter.com/business/status/869904320568991744,-14400
Wed May 31 13:12:01 +0000 2017,2017-05-31 13:12:01,4,0,The Sun,2,TheSun,An expert panel re-examines the brutal Chillenden Murders case https://t.co/MogkTWjumY https://t.co/UWPseUcbSs,869904297651302401,https://twitter.com/TheSun/status/869904297651302401,3600
Wed May 31 13:12:01 +0000 2017,2017-05-31 13:12:01,12,0,The Independent,10,Independent,Scientists are being urged to do this to stop poachers killing endangered species https://t.co/s9LOKv4u6V,869904297076572160,https://twitter.com/Independent/status/869904297076572160,3600
Wed May 31 13:11:04 +0000 2017,2017-05-31 13:11:04,929,0,The New York Times,266,nytimes,"A transgender student should be able to use the boys' bathroom at his Wisconsin high school, an appeals court says https://t.co/Dk58XQgGE1",869904060417265664,https://twitter.com/nytimes/status/869904060417265664,-14400
Wed May 31 13:10:48 +0000 2017,2017-05-31 13:10:48,4181,0,CNN,1938,CNN,“A #covfefe is a yiddish term for 'I gotta go to bed now’: Sen. @AlFranken explains Trump's late-night mystery twee… https://t.co/IPfLZcO6J8,869903993211940865,https://twitter.com/CNN/status/869903993211940865,-14400
Wed May 31 13:10:31 +0000 2017,2017-05-31 13:10:31,48,0,Bloomberg,41,business,"Trump plans to exit the Paris climate deal, White House official tells @AP https://t.co/5bCUzPe54H https://t.co/XDIaOgih0O",869903923209007104,https://twitter.com/business/status/869903923209007104,-14400
Wed May 31 13:10:06 +0000 2017,2017-05-31 13:10:06,49,0,TIME,30,TIME,You asked: Is intense exercise better for your health? https://t.co/dSjQ4i62OR,869903815293718528,https://twitter.com/TIME/status/869903815293718528,-14400
Wed May 31 13:10:06 +0000 2017,2017-05-31 13:10:06,87,0,USA TODAY,54,USATODAY,The diplomatic back channel that Jared Kushner set up with the Russian government raises several legal issues. https://t.co/M8Ii7Stgi5,869903816002555906,https://twitter.com/USATODAY/status/869903816002555906,-14400
Wed May 31 13:10:01 +0000 2017,2017-05-31 13:10:01,10,0,The Independent,2,Independent,Another statue has been added to Wall Street's Fearless Girl in protest https://t.co/CxcQfsLIJc,869903793655173120,https://twitter.com/Independent/status/869903793655173120,3600
Wed May 31 13:10:01 +0000 2017,2017-05-31 13:10:01,4,0,The Independent,9,Independent,This is why we might have a hung parliament https://t.co/bTFGcjkMY1,869903793588101120,https://twitter.com/Independent/status/869903793588101120,3600
Wed May 31 13:09:54 +0000 2017,2017-05-31 13:09:54,0,1,The Associated Press,37,AP,RT @APCentralRegion: Missouri Gov. Greitens signs bill to ban local governments from mandating union working conditions for construction. h…,869903766425882624,https://twitter.com/AP/status/869903766425882624,-14400
Wed May 31 13:09:38 +0000 2017,2017-05-31 13:09:38,0,1,The Associated Press,38,AP,RT @APCentralRegion: #JFKairport to #SFO flight diverted to #Michigan after laptop battery starts fire. https://t.co/VMTXquxe7I,869903699887435776,https://twitter.com/AP/status/869903699887435776,-14400
Wed May 31 13:09:33 +0000 2017,2017-05-31 13:09:33,24,0,The Independent,26,Independent,Senior US official reduced to very awkward silence when asked about Saudi Arabia's attitude to democracy https://t.co/dXbqarvUnC,869903679557705728,https://twitter.com/Independent/status/869903679557705728,3600
Wed May 31 13:09:10 +0000 2017,2017-05-31 13:09:10,13,0,The Boston Globe,2,BostonGlobe,Volunteers converge on Boston Common to remove flags honoring soldiers https://t.co/kWztgvRVCM https://t.co/07LbQBvOMk,869903583306821637,https://twitter.com/BostonGlobe/status/869903583306821637,-14400
Wed May 31 13:08:39 +0000 2017,2017-05-31 13:08:39,10,0,Bloomberg,25,business,A Berlin court has denied a mother access to her deceased daughter's Facebook data https://t.co/tEshVDnNSP https://t.co/TJ1ux4qsnd,869903451517575168,https://twitter.com/business/status/869903451517575168,-14400
Wed May 31 13:08:06 +0000 2017,2017-05-31 13:08:06,0,0,MSN UK,0,msnuk,Size 12 woman calls on H&amp;M to sort ‘sort out their sizing' after squeezing into a size 16 dress… https://t.co/jjNgic26dE,869903311800942593,https://twitter.com/msnuk/status/869903311800942593,3600
